name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Calm Symphony,0,0,0.4,0.4,0.4,0,0,0,0,0
Richer Symphony,0,0.4,0.4,0.4,0.4,0.4,0,0,0,0
Broken Numbers,0,0.4,0.4,0.4,0,0,0.4,0,0,0
The Early Years,0,0,0,0,0.4,0.4,0,0,0.4,0.4
Hans-Peter Horn,0,0.4,0.4,0.4,0.4,0,0,0.55,0,0
Manfred Bass,0.55,0.4,0.4,0.4,0.4,0,0,0,0,0
Schoolyard,0,0,0,0,0,0,0,0,0,0.4
