name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Reflections,0,0,0,0.0,0,0,0.4,0.4,0,0.4
Angels Humming,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0
Cantate,0.4,0.4,0,0,0,0,0,0,0.6,0.4
Duet,0,0,0,0,0,0.4,0,0,0.45,0.2
Ode to Light,0.4,0.4,0.4,0.4,0.4,0.5,0,0,0,0
