name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Remnant Radiation,0.5,0.5,0.5,0.5,0,0,0,0,0,0
Cosmic Activity,0,0,0,0.45,0.45,0.45,0.45,0,0,0
Lightyears,0,0,0,0,0,0,0.45,0.45,0.45,0.45
Default Symmetry,0.31,0.35,0.37,0.40,0.43,0.45,0.47,0.50,0.52,0.55
Flat Universe,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
