name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
By The Lake,0.35,0.15,0.35,0.45,0,0,0,0,0,0
Discover Finland,0.25,0.15,0.36,0.36,0.27,0.25,0.46,0.26,0.33,0.38
Heating Up,0,0,0.35,0.25,0,0.5,0,0,0,0
Hot Embers,0,0,0,0.45,0.45,0,0,0,0,0
Katri and Pirkko,0,0,0.2,0.2,0,0.4,0.5,0,0,0
Steam Work,0,0,0.3,0,0.5,0,0,0.5,0,0
Vihta Session,0,0,0.3,0,0.5,0,0,0,0.5,0.5
Middle of Nowhere,0.3,0.5,0,0,0,0,0,0,0,0
