name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Fin Whales (20-40Hz),0.9,0.9,0,0,0,0,0,0,0,0
Ocean Talk,0,0,0.6,0.5,0,0,0,0,0,0
Underwater,0,0,0,0,0.3,0.4,0.3,0,0,0
Oxygen,0,0,0,0,0,0.3,0,0.3,0.3,0.3
Submerged,0,0,0,0,0.4,0,0.4,0,0,0
Depth,0.99,0.74,0.26,0.36,0.45,0.45,0.36,0.28,0.21,0.14
