name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Ghost Town,0.45,0.4,0,0,0,0,0,0,0,0
Hot Winds,0,0,0.45,0.45,0,0,0,0,0,0
The Station,0.2,0,0.0,0.2,0.5,0,0,0,0,0
Buffalos,0,0,0,0,0,0.4,0.25,0.5,0.25,0.25
Sheriff is Back,0,0.35,0.2,0.35,0,0,0,0.45,0,0
Leaving Tombstone,0,0.25,0,0,0.4,0,0.45,0,0.2,0.4
