name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Pange Lingua Gloriosi,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0,0
Veni Creator Spiritus,0,0,0,0,0,0,0,0,0.4,0.4
Echoing Monks,0,0,0.45,0.4,0.25,0.45,0.25,0.45,0,0
Contemplation Time,0.2,0.35,0,0,0,0,0,0,0,0.45
Distant Prayers,0,0.25,0,0.45,0,0.45,0,0.45,0,0
Echoes,0,0,0,0.45,0,0.45,0,0.45,0,0.45
Anno 731,0.36,0.36,0.43,0.24,0.31,0.12,0.12,0.24,0.36,0.24
