name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Pick Me !,0,0.5,0.5,0,0,0,0,0,0,0
Lets Go !,0.2,0.2,0,0.6,0,0,0,0,0.2,0
White Glide,0,0,0,0,0.2,0.3,0.2,0.4,0,0
Iced Tracks,0,0,0,0,0.5,0.4,0.3,0.2,0,0
Dog Power,0.2,0,0,0.2,0.3,0.3,0,0.3,0.4,0
Lost Musher,0.6,0,0,0,0,0.35,0.25,0.2,0,0.45
Windy Slide,0.4,0,0,0,0,0,0,0.3,0,0
The Good Guys,0,0.2,0.2,0,0,0,0,0,0.35,0.2
