name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Tuning,0,0.42,0.25,0,0.25,0.42,0,0,0.16,0.11
Flying Castle,0.37,0.46,0.44,0.36,0.26,0.18,0.21,0.3,0,0
Charging,0,0.5,0.5,0,0,0.15,0,0,0.2,0.15
Limbus,0,0,0.4,0,0,0,0.3,0,0,0.2
Magnetic Drone,0.52,0,0.34,0.4,0.25,0,0.14,0,0,0
Mind Control,0.25,0,0,0.4,0.4,0,0,0,0,0
Binaural Wash,0.3,0.5,0,0,0,0,0,0,0,0
Into Dark,0.6,0.35,0.2,0.1,0.05,0.02,0,0,0,0
