name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Distant Shore,0.4,0.4,0.35,0.3,0.25,0.2,0.15,0.1,0.05,0
Getting Closer,0,0.15,0.25,0.35,0.45,0.45,0.35,0.25,0.15,0
The Shore,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.45
Ponta de S?o Louren?o,0.38,0.38,0.34,0.28,0.24,0.26,0.36,0.42,0.43,0.33
