name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Nap Time,0.2,0,0,0,0,0,0,0,0.35,0.35
Master Call,0,0,0.15,0,0,0,0,0.4,0.25,0
Street Life,0.3,0.2,0.4,0,0,0,0,0,0,0
Mowers,0,0,0,0.35,0.35,0,0.35,0,0,0
Blower,0,0,0,0,0,0.35,0,0.25,0,0
City Life,0.3,0.4,0.25,0,0,0,0,0,0,0
Metropolitan Birds,0,0,0,0,0,0,0,0,0.45,0
Sunny Saturday,0.2,0,0,0.4,0,0,0,0,0,0
St?phane at Work,0,0,0,0,0,0,0.4,0,0.4,0
