name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Home Alone,0.55,0,0,0.35,0.35,0,0,0,0,0.25
Mansion Life,0.35,0.54,0.55,0.3,0,0,0,0,0,0
The Attic,0,0,0,0.25,0,0,0,0,0,0.45
Rain on a Window,0,0,0,0.45,0.45,0,0,0,0,0.45
Howling,0,0,0,0,0,0,0,0.4,0.4,0
Antique Winds,0,0,0,0.3,0.35,0.4,0.4,0,0,0
