name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Quiet Forest Tone,0.2,0,0.4,0,0,0,0,0,0,0
Singing Tree,0,0.3,0,0.4,0,0,0,0,0,0
Distant Stream,0.35,0,0,0,0,0,0.35,0,0,0
Only Birds,0,0,0,0,0,0.4,0.3,0.3,0,0
Hungry Birds,0,0,0,0,0,0,0.25,0.25,0.5,0
Good Morning Mr. Fox,0,0.2,0,0,0.5,0.4,0,0,0,0
Light Hail,0,0.4,0.2,0,0,0,0,0,0,0.4
Windy Day,0.4,0.5,0.4,0,0,0,0,0,0,0.3
