name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
a little eerie,0,0.5,0,0,0,0,0,0,0,0
At First Light,0.25,0,0.35,0.35,0,0,0,0,0.35,0
Knock! Knock!,0,0,0,0,0.4,0.4,0.4,0,0,0
Just Noise,0.4,0,0,0,0,0,0,0,0,0.4
Dawn Chorus,0,0.3,0.4,0,0,0,0,0,0,0
Moss Forest,0.2,0,0,0.5,0,0,0,0,0.5,0
Weather Change,0,0,0,0,0.4,0,0,0.4,0,0.4
Stay Quiet,0,0,0,0,0,0,0.40,0,0.40,0
Black River Forest,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
