name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Throat Singers,0,0,0.35,0.35,0.35,0,0,0,0,0
Deep Gong,0.55,0.4,0,0,0,0,0,0,0,0
Inner Peace,0,0.35,0,0,0,0,0,0.35,0.35,0
Zen Men,0,0,0.35,0.35,0,0.35,0.35,0,0,0
Mountain Song,0,0,0,0,0,0.35,0.35,0,0,0.35
Ohm,0.55,0,0.35,0.35,0,0,0,0,0,0
Dissonance Experience,0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0
