name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
The Fall,0.6,0.5,0.4,0,0,0,0,0,0,0
Waterfall,0.3,0.4,0.5,0,0,0,0,0,0,0
Fresh Water,0.0,0.2,0.3,0.35,0.35,0.35,0.35,0.35,0.0,0.3
Midnight Frogs,0,0,0,0,0,0.3,0,0.3,0.4,0
Wind Birds,0.2,0.1,0,0,0,0,0.15,0.15,0.15,0.5
Almost Rain,0,0.4,0.4,0.4,0,0,0,0,0,0
The Source,0.2,0.3,0,0,0.4,0,0,0,0,0
Quiet Water,0,0,0,0,0.2,0.3,0.4,0,0,0
Resonance,0,0,0,0,0,0.3,0,0.6,0,0
