name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Crossing the Draa,0.3,0.4,0,0,0,0,0.3,0,0,0
Convoy,0,0,0.4,0.35,0,0,0.3,0,0,0
Horses,0.3,0,0,0,0,0,0.4,0,0,0
Legionnaires,0,0,0,0.25,0,0.4,0.25,0,0,0
Trans-Saharan,0,0,0.1,0.25,0.4,0.25,0.15,0.13,0.1,0.1
Caravan Trade,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
Oasis,0.4,0.2,0,0,0,0,0.3,0,0,0.4
