name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Warm Winds,0.6,0.3,0.3,0,0,0,0,0,0,0
Berber Tent,0,0,0,0.5,0.5,0,0,0,0,0
Howling Winds,0,0,0,0,0,0.4,0.4,0,0,0
Carried by the Wind,0,0.5,0.5,0,0,0,0,0,0,0
Sand Winds,0,0,0,0,0,0,0,0.4,0.4,0.4
