name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Dam,0.4,0.35,0,0,0,0,0,0,0,0
Stream,0,0,0.35,0.35,0,0,0,0,0,0
Light Rain,0,0,0,0,0.4,0.4,0,0,0.4,0
Raining Again,0,0.35,0,0.35,0.35,0.35,0.35,0.35,0,0
After The Rain,0,0,0,0,0,0,0.35,0.45,0,0
Watermill,0.25,0.45,0.35,0.35,0,0,0,0,0,0.3
So Quiet,0.1,0.15,0.2,0.2,0.2,0,0,0.2,0.2,0.4
Under a Tree,0,0,0,0,0.4,0.4,0,0,0.45,0
