name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Strong Winds,0.5,0.4,0,0,0,0,0,0,0,0
Lakeside,0,0,0.4,0.4,0,0,0,0,0,0
The Bush,0,0,0,0,0,0.4,0.2,0.2,0.2,0
Kaka & Friends,0,0,0,0,0,0.25,0,0,0.5,0
Tui,0,0,0,0,0,0.25,0,0.5,0,0
Korimako,0,0,0,0,0,0.25,0.5,0,0,0
Night Time,0.25,0.25,0.25,0,0.35,0,0,0,0,0.25
Summer Night,0,0.1,0.3,0,0.2,0,0,0,0,0.4
