name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Nap Time,0,0,0.4,0,0.25,0.25,0,0,0,0
Wind on a Tent,0.4,0.4,0.4,0,0,0,0,0,0,0
Desert Wind,0.45,0.2,0,0.3,0,0,0,0,0,0
Deep Sleep,0,0,0,0,0.3,0.3,0,0,0,0
Tea Time,0.15,0.15,0,0,0,0,0.4,0.3,0,0
Berber Kitchen,0,0,0,0,0,0,0.25,0.3,0.45,0
Slow Food,0,0,0,0,0,0,0.1,0.3,0.2,0.45
