name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Gentle Breeze,0.3,0.3,0.3,0,0,0,0,0,0,0
Eden,0.3,0,0.3,0,0.2,0.2,0.4,0,0,0
Oasis,0,0,0,0.25,0.35,0.45,0,0.4,0,0
Early Morning,0,0,0.3,0.2,0,0,0.3,0.4,0.3,0.3
Courtyard,0,0.2,0,0,0,0,0,0,0.4,0.4
Desert River,0,0,0,0.4,0.3,0.2,0,0,0,0
Water Supply,0,0,0,0.2,0.3,0.4,0,0,0,0
Kasbah Garden,0,0,0,0,0,0.3,0.4,0,0,0
