name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Quietness,0,0.2,0,0,0,0.4,0,0,0,0
Windy Lake,0.25,0.35,0,0,0,0,0,0,0,0
Forest Lake,0,0,0.35,0.35,0,0,0,0,0,0
Moving Pictures,0.2,0.3,0,0,0,0,0.5,0.2,0.5,0.5
