name,volumeZero,volumeOne,volumeTwo,volumeThree,volumeFour,volumeFive,volumeSix,volumeSeven,volumeEight,volumeNine
Floating,0.5,0.32,0,0.42,0.19,0,0.36,0,0.16,0.3
The Void,0.5,0.4,0,0.3,0,0,0,0,0,0
Distant Pulse,0,0.45,0,0.45,0.4,0.35,0,0,0,0
Pulsar,0.4,0,0,0,0,0.4,0.4,0.4,0,0
Inner Peace,0,0.4,0.4,0.4,0.4,0,0,0.4,0,0
Timeless ,0,0,0,0.46,0,0,0,0,0.39,0.4
Inner Space ,0.4,0.4,0.4,0.4,0.4,0,0,0.4,0.4,0.4
